"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://businessrocket.ai/wp-content/plugins/woocommerce-currency-switcher/js/price-slider_33.js?ver=2.4.2.3","application/javascript","200","OK","Indexable","","","108","","https://businessrocket.ai/wp-content/plugins/woocommerce-currency-switcher/js/price-slider_33.js?ver=2.4.2.3"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.js?ver=10.5.2","application/javascript","200","OK","Indexable","","","107","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.js?ver=10.5.2"
"https://businessrocket.ai/wp-includes/js/jquery/ui/core.js?ver=1.13.3","application/javascript","200","OK","Indexable","","","69","","https://businessrocket.ai/wp-includes/js/jquery/ui/core.js?ver=1.13.3"
"https://businessrocket.ai/our-team/","text/html; charset=UTF-8","200","OK","Indexable","","12d62f78d8220ee680dfd574694e4472","35","https://businessrocket.ai/our-team/","https://businessrocket.ai/our-team/"
"https://businessrocket.ai/wp-includes/js/wp-util.js?ver=6.9.1","application/javascript","200","OK","Indexable","","","61","","https://businessrocket.ai/wp-includes/js/wp-util.js?ver=6.9.1"
"https://businessrocket.ai/wp-content/plugins/woocommerce-product-bundles/assets/css/frontend/checkout-blocks.css?ver=1760028350","text/css","200","OK","Indexable","","","127","","https://businessrocket.ai/wp-content/plugins/woocommerce-product-bundles/assets/css/frontend/checkout-blocks.css?ver=1760028350"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min.js?ver=4.6.3","application/javascript","200","OK","Indexable","","","116","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe-ui-default.min.js?ver=4.6.3"
"https://businessrocket.ai/wp-content/uploads/elementor/css/post-2957.css?ver=1771428152","text/css","200","OK","Indexable","","","87","","https://businessrocket.ai/wp-content/uploads/elementor/css/post-2957.css?ver=1771428152"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min.js?ver=4.6.3","application/javascript","200","OK","Indexable","","","105","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/photoswipe/photoswipe.min.js?ver=4.6.3"
"https://businessrocket.ai/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.5","application/javascript","200","OK","Indexable","","","94","","https://businessrocket.ai/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=6.1.5"
"https://businessrocket.ai/wp-content/plugins/woocommerce-currency-switcher/js/real-price-filter-frontend.js?ver=2.4.2.3","application/javascript","200","OK","Indexable","","","119","","https://businessrocket.ai/wp-content/plugins/woocommerce-currency-switcher/js/real-price-filter-frontend.js?ver=2.4.2.3"
"https://businessrocket.ai/wp-content/plugins/keyword-hub-campaign-generator/assets/admin.js?ver=4.3.2-fixed","application/javascript","200","OK","Indexable","","","107","","https://businessrocket.ai/wp-content/plugins/keyword-hub-campaign-generator/assets/admin.js?ver=4.3.2-fixed"
"https://businessrocket.ai/wp-content/plugins/mailin/css/mailin-front.css?ver=6.9.1","text/css","200","OK","Indexable","","","82","","https://businessrocket.ai/wp-content/plugins/mailin/css/mailin-front.css?ver=6.9.1"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.js?ver=10.5.2","application/javascript","200","OK","Indexable","","","104","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.js?ver=10.5.2"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.js?ver=10.5.2","application/javascript","200","OK","Indexable","","","106","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.js?ver=10.5.2"
"https://businessrocket.ai/web-design-development/","text/html; charset=UTF-8","200","OK","Indexable","","afd349b75b0011e728a22cf2fa74f307","49","https://businessrocket.ai/web-design-development/","https://businessrocket.ai/web-design-development/"
"https://businessrocket.ai/wp-includes/js/mediaelement/wp-mediaelement.css?ver=6.9.1","text/css","200","OK","Indexable","","","83","","https://businessrocket.ai/wp-includes/js/mediaelement/wp-mediaelement.css?ver=6.9.1"
"https://businessrocket.ai/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css?ver=3.0.3","text/css","200","OK","Indexable","","","101","","https://businessrocket.ai/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css?ver=3.0.3"
"https://businessrocket.ai/wordpress-hosting-maintenance/","text/html; charset=UTF-8","200","OK","Indexable","","34daf16b1741b4cc7f11381c4bcd3e3","56","https://businessrocket.ai/wordpress-hosting-maintenance/","https://businessrocket.ai/wordpress-hosting-maintenance/"
"https://businessrocket.ai/wp-includes/js/mediaelement/mediaelement-and-player.js?ver=4.2.17","application/javascript","200","OK","Indexable","","","91","","https://businessrocket.ai/wp-includes/js/mediaelement/mediaelement-and-player.js?ver=4.2.17"
"https://businessrocket.ai/wp-content/plugins/woocommerce-subscriptions-pro/common/js/woocommerce-subscriptions-pro-common.js?ver=2.6.5","application/javascript","200","OK","Indexable","","","134","","https://businessrocket.ai/wp-content/plugins/woocommerce-subscriptions-pro/common/js/woocommerce-subscriptions-pro-common.js?ver=2.6.5"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/js/frontend-modules.js?ver=3.35.5","application/javascript","200","OK","Indexable","","","95","","https://businessrocket.ai/wp-content/plugins/elementor/assets/js/frontend-modules.js?ver=3.35.5"
"https://businessrocket.ai/wp-content/plugins/jeg-elementor-kit/assets/js/tiny-slider/tiny-slider.css?ver=2.9.3","text/css","200","OK","Indexable","","","110","","https://businessrocket.ai/wp-content/plugins/jeg-elementor-kit/assets/js/tiny-slider/tiny-slider.css?ver=2.9.3"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=10.5.2","text/css","200","OK","Indexable","","","106","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=10.5.2"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.35.5","text/css","200","OK","Indexable","","","104","","https://businessrocket.ai/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.35.5"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js?ver=8.4.5","application/javascript","200","OK","Indexable","","","95","","https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.js?ver=8.4.5"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/js/frontend.js?ver=3.35.5","application/javascript","200","OK","Indexable","","","87","","https://businessrocket.ai/wp-content/plugins/elementor/assets/js/frontend.js?ver=3.35.5"
"https://businessrocket.ai/wp-content/uploads/2025/03/San-Corp.webp","image/webp","200","OK","Indexable","","","66","","https://businessrocket.ai/wp-content/uploads/2025/03/San-Corp.webp"
"https://businessrocket.ai/blog/","text/html; charset=UTF-8","200","OK","Indexable","","5fbe6875740cd6d78c3be1b5e6a871b0","31","https://businessrocket.ai/blog/","https://businessrocket.ai/blog/"
"https://businessrocket.ai/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js","application/javascript","200","OK","Indexable","","","89","","https://businessrocket.ai/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js"
"https://businessrocket.ai/paid-advertising/","text/html; charset=UTF-8","200","OK","Indexable","","c1942c7be841d0c6e5bdd4a9d9dcea15","43","https://businessrocket.ai/paid-advertising/","https://businessrocket.ai/paid-advertising/"
"https://businessrocket.ai/brand-strategy","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","40","","https://businessrocket.ai/brand-strategy"
"https://businessrocket.ai/about-us/","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","35","","https://businessrocket.ai/about-us/"
"https://businessrocket.ai/wp-content/plugins/x-scroll-to-top-responsive/assets/js/active.js?ver=3.1.1","application/javascript","200","OK","Indexable","","","101","","https://businessrocket.ai/wp-content/plugins/x-scroll-to-top-responsive/assets/js/active.js?ver=3.1.1"
"https://businessrocket.ai/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.6","text/css","200","OK","Indexable","","","90","","https://businessrocket.ai/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.6"
"https://businessrocket.ai/wp-includes/js/jquery/ui/slider.js?ver=1.13.3","application/javascript","200","OK","Indexable","","","71","","https://businessrocket.ai/wp-includes/js/jquery/ui/slider.js?ver=1.13.3"
"https://businessrocket.ai/wp-content/uploads/2025/03/Astrea-Real-Estate-1.webp","image/webp","200","OK","Indexable","","","78","","https://businessrocket.ai/wp-content/uploads/2025/03/Astrea-Real-Estate-1.webp"
"https://businessrocket.ai/wp-content/uploads/2025/03/Untitled-design-5.png","image/png","200","OK","Indexable","","","74","","https://businessrocket.ai/wp-content/uploads/2025/03/Untitled-design-5.png"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css?ver=3.35.5","text/css","200","OK","Indexable","","","105","","https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.css?ver=3.35.5"
"https://businessrocket.ai/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17","text/css","200","OK","Indexable","","","98","","https://businessrocket.ai/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.js?ver=2.1.4-wc.10.5.2","application/javascript","200","OK","Indexable","","","109","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.js?ver=2.1.4-wc.10.5.2"
"https://businessrocket.ai/wp-content/plugins/mailin/js/mailin-front.js?ver=1770838258","application/javascript","200","OK","Indexable","","","85","","https://businessrocket.ai/wp-content/plugins/mailin/js/mailin-front.js?ver=1770838258"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css?ver=3.35.5","text/css","200","OK","Indexable","","","116","","https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-float.css?ver=3.35.5"
"https://businessrocket.ai/wp-content/plugins/subscriptions-for-woocommerce/public/js/subscriptions-for-woocommerce-public.js?ver=1.9.2","application/javascript","200","OK","Indexable","","","134","","https://businessrocket.ai/wp-content/plugins/subscriptions-for-woocommerce/public/js/subscriptions-for-woocommerce-public.js?ver=1.9.2"
"https://businessrocket.ai/seo-packages/","text/html; charset=UTF-8","200","OK","Indexable","","67c889be7dbcd81bb3384fd107aa8890","39","https://businessrocket.ai/seo-packages/","https://businessrocket.ai/seo-packages/"
"https://businessrocket.ai/web-design-development","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","48","","https://businessrocket.ai/web-design-development"
"https://businessrocket.ai/wp-content/plugins/elementor-pro/assets/js/frontend.js?ver=3.35.1","application/javascript","200","OK","Indexable","","","91","","https://businessrocket.ai/wp-content/plugins/elementor-pro/assets/js/frontend.js?ver=3.35.1"
"https://businessrocket.ai/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=4.1.2","application/javascript","200","OK","Indexable","","","105","","https://businessrocket.ai/wp-content/plugins/metform/public/assets/lib/cute-alert/cute-alert.js?ver=4.1.2"
"https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/js.min.js?ver=4.6.3","application/javascript","200","OK","Indexable","","","93","","https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/js.min.js?ver=4.6.3"
"https://businessrocket.ai/wp-content/uploads/2025/03/Untitled-design-6-300x300.png","image/png","200","OK","Indexable","","","82","","https://businessrocket.ai/wp-content/uploads/2025/03/Untitled-design-6-300x300.png"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=10.5.2","text/css","200","OK","Indexable","","","94","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=10.5.2"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.35.5","text/css","200","OK","Indexable","","","99","","https://businessrocket.ai/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.35.5"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.css?ver=8.4.5","text/css","200","OK","Indexable","","","100","","https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.css?ver=8.4.5"
"https://businessrocket.ai/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=10.5.2","text/css","200","OK","Indexable","","","101","","https://businessrocket.ai/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=10.5.2"
"https://businessrocket.ai/wp-content/uploads/elementor/google-fonts/css/montserrat.css?ver=1756502861","text/css","200","OK","Indexable","","","101","","https://businessrocket.ai/wp-content/uploads/elementor/google-fonts/css/montserrat.css?ver=1756502861"
"https://businessrocket.ai/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-optin-monster-a55d3b3fec7811cde2bc.js","application/javascript","200","OK","Indexable","","","143","","https://businessrocket.ai/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-optin-monster-a55d3b3fec7811cde2bc.js"
"https://businessrocket.ai/wp-content/uploads/2025/06/Alexaisjpg-02-1536x768-1.jpg","image/jpeg","200","OK","Indexable","","","81","","https://businessrocket.ai/wp-content/uploads/2025/06/Alexaisjpg-02-1536x768-1.jpg"
"https://businessrocket.ai/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-woocommerce-3cd9b44a3ba68626e9cb.js","application/javascript","200","OK","Indexable","","","141","","https://businessrocket.ai/wp-content/plugins/google-site-kit/dist/assets/js/googlesitekit-events-provider-woocommerce-3cd9b44a3ba68626e9cb.js"
"https://businessrocket.ai/my-account","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","36","","https://businessrocket.ai/my-account"
"https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/css.min.css?ver=4.6.3","text/css","200","OK","Indexable","","","95","","https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/css.min.css?ver=4.6.3"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css?ver=3.35.5","text/css","200","OK","Indexable","","","110","","https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/animations/styles/slideInLeft.css?ver=3.35.5"
"https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/antiscroll/css.min.css?ver=4.6.3","text/css","200","OK","Indexable","","","106","","https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/antiscroll/css.min.css?ver=4.6.3"
"https://businessrocket.ai/wp-includes/js/jquery/jquery.js?ver=3.7.1","application/javascript","200","OK","Indexable","","","67","","https://businessrocket.ai/wp-includes/js/jquery/jquery.js?ver=3.7.1"
"https://businessrocket.ai/wp-includes/js/underscore.min.js?ver=1.13.7","application/javascript","200","OK","Indexable","","","69","","https://businessrocket.ai/wp-includes/js/underscore.min.js?ver=1.13.7"
"https://businessrocket.ai/wp-content/plugins/woocommerce-currency-switcher/js/real-active-filters.js?ver=2.4.2.3","application/javascript","200","OK","Indexable","","","112","","https://businessrocket.ai/wp-content/plugins/woocommerce-currency-switcher/js/real-active-filters.js?ver=2.4.2.3"
"https://businessrocket.ai/wp-content/uploads/2025/03/High-Society-Marketing.webp","image/webp","200","OK","Indexable","","","80","","https://businessrocket.ai/wp-content/uploads/2025/03/High-Society-Marketing.webp"
"https://businessrocket.ai/work/","text/html; charset=UTF-8","200","OK","Indexable","","3eb1fb563bdc5fd5a565e881c3773a08","31","https://businessrocket.ai/work/","https://businessrocket.ai/work/"
"https://businessrocket.ai/wp-includes/js/jquery/ui/mouse.js?ver=1.13.3","application/javascript","200","OK","Indexable","","","70","","https://businessrocket.ai/wp-includes/js/jquery/ui/mouse.js?ver=1.13.3"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.35.5","text/css","200","OK","Indexable","","","99","","https://businessrocket.ai/wp-content/plugins/elementor/assets/css/widget-divider.min.css?ver=3.35.5"
"https://businessrocket.ai/wp-content/plugins/jeg-elementor-kit/assets/js/elements/nav-menu.js?ver=3.0.3","application/javascript","200","OK","Indexable","","","103","","https://businessrocket.ai/wp-content/plugins/jeg-elementor-kit/assets/js/elements/nav-menu.js?ver=3.0.3"
"https://businessrocket.ai/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.5","text/css","200","OK","Indexable","","","93","","https://businessrocket.ai/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.5"
"https://businessrocket.ai/social-media-marketing/","text/html; charset=UTF-8","200","OK","Indexable","","e881b696b8564a9508c5542cc61264cb","49","https://businessrocket.ai/social-media-marketing/","https://businessrocket.ai/social-media-marketing/"
"https://businessrocket.ai/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=3.4.6","application/javascript","200","OK","Indexable","","","97","","https://businessrocket.ai/wp-content/themes/hello-elementor/assets/js/hello-frontend.js?ver=3.4.6"
"https://businessrocket.ai/wp-content/uploads/2025/04/BR-PNG-Blue-300x300.png","image/png","200","OK","Indexable","","","76","","https://businessrocket.ai/wp-content/uploads/2025/04/BR-PNG-Blue-300x300.png"
"https://businessrocket.ai/wp-content/uploads/2025/02/1.png","image/png","200","OK","Indexable","","","58","","https://businessrocket.ai/wp-content/uploads/2025/02/1.png"
"https://businessrocket.ai/wp-content/plugins/elementor-pro/assets/js/elements-handlers.js?ver=3.35.1","application/javascript","200","OK","Indexable","","","100","","https://businessrocket.ai/wp-content/plugins/elementor-pro/assets/js/elements-handlers.js?ver=3.35.1"
"https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/multirange/js.min.js?ver=4.6.3","application/javascript","200","OK","Indexable","","","104","","https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/multirange/js.min.js?ver=4.6.3"
"https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/freeze_table_v2/css.min.css?ver=4.6.3","text/css","200","OK","Indexable","","","111","","https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/freeze_table_v2/css.min.css?ver=4.6.3"
"https://businessrocket.ai/wp-content/plugins/optinmonster/assets/dist/js/helper.min.js?ver=1771532281","application/javascript","200","OK","Indexable","","","101","","https://businessrocket.ai/wp-content/plugins/optinmonster/assets/dist/js/helper.min.js?ver=1771532281"
"https://businessrocket.ai/our-team","text/html; charset=UTF-8","301","Moved Permanently","Non-Indexable","Redirected","","34","","https://businessrocket.ai/our-team"
"https://businessrocket.ai/wp-content/uploads/elementor/css/custom-frontend.css?ver=1771428152","text/css","200","OK","Indexable","","","93","","https://businessrocket.ai/wp-content/uploads/elementor/css/custom-frontend.css?ver=1771428152"
"https://businessrocket.ai/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.6","text/css","200","OK","Indexable","","","98","","https://businessrocket.ai/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.6"
"https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/antiscroll/js.min.js?ver=4.6.3","application/javascript","200","OK","Indexable","","","104","","https://businessrocket.ai/wp-content/plugins/wc-product-table-lite/assets/antiscroll/js.min.js?ver=4.6.3"
"https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css?ver=3.35.5","text/css","200","OK","Indexable","","","101","","https://businessrocket.ai/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.css?ver=3.35.5"
"https://businessrocket.ai/wp-content/plugins/woocommerce-currency-switcher/js/front.js?ver=2.4.2.3","application/javascript","200","OK","Indexable","","","98","","https://businessrocket.ai/wp-content/plugins/woocommerce-currency-switcher/js/front.js?ver=2.4.2.3"
"https://businessrocket.ai/contact/","text/html; charset=UTF-8","200","OK","Indexable","","6604765ea1b418173a398e016d7ecc5","34","https://businessrocket.ai/contact/","https://businessrocket.ai/contact/"
"https://businessrocket.ai/wp-content/plugins/subscriptions-for-woocommerce/public/css/subscriptions-for-woocommerce-public.css?ver=1.9.2","text/css","200","OK","Indexable","","","136","","https://businessrocket.ai/wp-content/plugins/subscriptions-for-woocommerce/public/css/subscriptions-for-woocommerce-public.css?ver=1.9.2"
